Mois,UIC,Nom gare,Nombre de non-conformités,Nombre d'observations,Taux de conformité
2021-10,0087487637,Montreuil-Bellay,0,360,100.0
2021-10,0087491225,Gauriaguet,175,525,66.666666667
2021-10,0087491290,Loulay,0,360,100.0
2021-10,0087491449,Cognac,72,1296,94.444444445
2021-10,0087491506,Châteauneuf-sur-Charente,180,1800,90.0
2021-10,0087571000,Tours,629,20387,96.914700545
2021-10,0087575118,Les Ormes,0,504,100.0
2021-10,0087575126,Dangé-Saint-Romain,144,540,73.333333334
2021-10,0087575134,Ingrandes sur Vienne,72,504,85.714285715
2021-10,0087575167,Nerpuy,0,532,100.0
2021-10,0087575183,La Tricherie,0,504,100.0
2021-10,0087575191,Dissay,0,504,100.0
2021-10,0087581181,Ludon-Médoc,36,468,92.307692308
2021-10,0087581199,Macau,144,1080,86.666666667
2021-10,0087581256,Pauillac,216,1260,82.857142858
2021-10,0087581850,Bassens,108,1152,90.625
2021-10,0087582403,Gazinet Cestas,72,3600,98.0
2021-10,0087582767,Preignac,180,972,81.481481482
2021-10,0087582775,Langon,108,2592,95.833333334
2021-10,0087583823,Luxé,72,540,86.666666667
2021-10,0087584052,Libourne,432,10692,95.95959596
2021-10,0087584177,Vélines,72,828,91.304347827
2021-10,0087595728,Mauzens-et-Miremont,0,288,100.0
2021-10,0087611004,Toulouse Matabiau,1073,23939,95.517774344
2021-10,0087671016,Mont-de-Marsan,252,2196,88.524590164
2021-10,0087672212,Artix,90,3330,97.297297298
2021-10,0087673103,Morcenx,324,1728,81.25
2021-10,0087673269,Saint-Geours-de-Maremne,180,1260,85.714285715
2021-10,0087694141,Étang-sur-Arroux,72,1548,95.34883721
2021-10,0087696005,Nevers,360,10944,96.710526316
2021-10,0087696484,Decize,72,1764,95.918367347
2021-10,0087713198,Tonnerre,180,1584,88.636363637
2021-10,0087713578,Chagny,74,2812,97.368421053
2021-10,0087726307,Saint-Chamond,0,2556,100.0
2021-10,0087732404,Gannat,36,1260,97.142857143
2021-10,0087741181,Montmélian,252,5652,95.541401274
2021-10,0087741728,Moûtiers - Salins - Brides-les-Bains,180,4824,96.268656717
2021-10,0087742320,Saint-Jean-de-Maurienne Arvan,504,3672,86.274509804
2021-10,0087745497,Annemasse,180,5652,96.815286625
2021-10,0087751602,L'Estaque,74,1443,94.871794872
2021-10,0087751701,Saint-Marcel,36,1224,97.05882353
2021-10,0087751750,Aubagne,612,11664,94.75308642
2021-10,0087751784,La Ciotat - Ceyreste,72,4536,98.412698413
2021-10,0087753251,Rognac,296,3404,91.304347827
2021-10,0087753566,Carry-le-Rouet,37,1221,96.96969697
2021-10,0087753764,Salon-de-Provence,72,1296,94.444444445
2021-10,0087755009,Toulon,1224,17496,93.004115227
2021-10,0087755223,Bandol,288,2664,89.18918919
2021-10,0087755231,Ollioules - Sanary-sur-Mer,468,3204,85.393258427
2021-10,0087755306,La Garde,252,3420,92.631578948
2021-10,0087755314,La Pauline Hyères,180,3528,94.897959184
2021-10,0087755371,Carnoules,36,2736,98.684210527
2021-10,0087756346,Saint-Laurent-du-Var,333,4847,93.129770993
2021-10,0087756767,La Trinité Victor,87,3480,97.5
2021-10,0087757500,Fréjus,370,3848,90.384615385
2021-10,0087759290,Picon Busserine,108,1332,91.891891892
2021-10,0087759316,Saint-Joseph le Castellas,36,1008,96.428571429
2021-10,0087761007,Valence,360,11484,96.865203762
2021-10,0087765438,Saint-Saturnin-lès-Avignon,0,540,100.0
2021-10,0087765453,Le Thor,108,648,83.333333334
2021-10,0087765479,L'Isle-sur-la-Sorgue - Fontaine-de-Vaucluse,72,1620,95.555555556
2021-10,0087765826,Entraigues-sur-la-Sorgue,144,792,81.818181819
2021-10,0087773457,Baillargues,124,1426,91.304347827
2021-10,0087773531,Vic - Mireval,36,1332,97.297297298
2021-10,0087775130,Gallargues-le-Montueux,62,1364,95.454545455
2021-10,0087775247,La Levade,62,992,93.75
2021-10,0087775288,Alès,222,9583,97.683397684
2021-10,0087775825,Le Cailar,37,555,93.333333334
2021-10,0087775841,Saint-Laurent-d'Aigouze,0,296,100.0
2021-10,0087775866,Le Grau-du-Roi,0,1554,100.0
2021-10,0087781005,Béziers,468,14688,96.813725491
2021-10,0087781161,Coursan,180,1044,82.75862069
2021-10,0087781575,Lunas,28,252,88.888888889
2021-10,0087783308,Le Monastier-Pin-Moriès,0,392,100.0
2021-10,0087783324,Banassac - La Canourgue,0,616,100.0
2021-10,0087783456,Tournemire - Roquefort,0,644,100.0
2021-10,0087783530,Chanac,0,308,100.0
2021-10,0087783654,Allenc,0,280,100.0
2021-10,0087783670,Belvezet,0,336,100.0
2021-10,0087784009,Perpignan,396,22284,98.222940227
2021-10,0087784231,Argelès-sur-Mer,180,1584,88.636363637
2021-10,0087784512,Le Soler,0,504,100.0
2021-10,0087784561,Ille-sur-Têt,108,1152,90.625
2021-10,0087784611,Vinça,0,360,100.0
2021-10,0087784686,Villefranche - Vernet-les-Bains,0,924,100.0
2021-11,0087111849,Marne-la-Vallée Chessy,1656,25920,93.611111112
2021-11,0087118000,Troyes,1188,12276,90.322580646
2021-11,0087141036,Foug,0,434,100.0
2021-11,0087141051,Fontenoy-sur-Moselle,0,372,100.0
2021-11,0087141069,Liverdun,0,558,100.0
2021-11,0087141077,Frouard,0,1054,100.0
2021-11,0087141150,Lunéville,111,2553,95.652173914
2021-11,0087141788,Pompey,0,775,100.0
2021-11,0087142000,Chaumont,144,8280,98.260869566
2021-11,0087142125,Culmont - Chalindrey,324,11556,97.196261683
2021-11,0087144006,Épinal,720,19620,96.33027523
2021-11,0087171009,Reims,555,18611,97.017892645
2021-11,0087171330,Fismes,245,3920,93.75
2021-11,0087172007,Charleville-Mézières,720,20736,96.527777778
2021-11,0087172080,Revin,216,5184,95.833333334
2021-11,0087172254,Sedan,324,14220,97.721518988
2021-11,0087175000,Saint-Dizier,108,1872,94.230769231
2021-11,0087175067,Nançois - Tronville,0,434,100.0
2021-11,0087175240,Lérouville,0,651,100.0
2021-11,0087175828,Pagny-sur-Meuse,0,527,100.0
2021-11,0087182014,Colmar,1476,19188,92.307692308
2021-11,0087182139,Saint-Louis,684,16092,95.749440716
2021-11,0087182394,Munster,72,3096,97.674418605
2021-11,0087184523,Montbéliard,296,5550,94.666666667
2021-11,0087191106,Maizières-lès-Metz,37,888,95.833333334
2021-11,0087192237,Rémilly,186,4278,95.652173914
2021-11,0087192401,Ars-sur-Moselle,148,1924,92.307692308
2021-11,0087192427,Novéant-sur-Moselle,32,1728,98.148148149
2021-11,0087212225,Saverne,144,7668,98.122065728
2021-11,0087213058,Haguenau,36,2664,98.648648649
2021-11,0087214148,Erstein,396,5940,93.333333334
2021-11,0087214783,Saales,36,864,95.833333334
2021-11,0087215012,Sarrebourg,0,2556,100.0
2021-11,0087271551,Le Plessis-Belleville,108,972,88.888888889
2021-11,0087276717,Bornel - Belle-Église,0,4320,100.0
2021-11,0087276782,Noyon,144,2808,94.871794872
2021-11,0087286187,La Madeleine,72,1872,96.153846154
2021-11,0087286302,Hazebrouck,1080,4320,75.0
2021-11,0087286435,Don - Sainghin,72,3456,97.916666667
2021-11,0087313049,Longueau,288,8604,96.652719666
2021-11,0087313056,Corbie,324,3348,90.322580646
2021-11,0087313072,Albert,144,3708,96.116504855
2021-11,0087313304,Clermont de l'Oise,72,2808,97.435897436
2021-11,0087313882,Haute Picardie TGV,288,11160,97.419354839
2021-11,0087317016,Boulogne Tintelleries,336,6552,94.871794872
2021-11,0087317065,Étaples - Le Touquet,168,10416,98.387096775
2021-11,0087317362,Abbeville,216,5976,96.385542169
2021-11,0087319012,Aix-en-Provence TGV,2196,24840,91.15942029
2021-11,0087338525,Krimmeri Meinau,0,1520,100.0
2021-11,0087342014,Arras,684,12060,94.328358209
2021-11,0087345256,Libercourt,36,3672,99.019607844
2021-11,0087384008,Paris Saint-Lazare,936,25776,96.368715084
2021-11,0087396564,Écommoy,72,756,90.476190477
2021-11,0087411264,Barentin,444,3996,88.888888889
2021-11,0087413542,Fécamp,370,5032,92.647058824
2021-11,0087415604,Vernon - Giverny,851,12543,93.215339234
2021-11,0087437798,La Rochelle Porte Dauphine,396,468,15.384615385
2021-11,0087444265,Lisieux,504,12528,95.977011495
2021-11,0087444315,Serquigny,180,3888,95.370370371
2021-11,0087471334,Janzé,196,735,73.333333334
2021-11,0087474064,Châteaulin,48,1056,95.454545455
2021-11,0087476200,Auray,324,17928,98.192771085
2021-11,0087481002,Nantes,1728,31788,94.56398641
2021-11,0087481259,Les Moutiers-en-Retz,0,540,100.0
2021-11,0087481390,Challans,36,972,96.296296297
2021-11,0087481432,Gorges,72,792,90.90909091
2021-11,0087481689,La Croix de Méan,0,540,100.0
2021-11,0087481754,La Baule-Escoublac,288,10008,97.122302159
2021-11,0087484139,Le Vieux Briollay,36,576,93.75
2021-11,0087484246,Chemillé-en-Anjou,0,900,100.0
2021-11,0087484329,Savennières - Béhuard,0,864,100.0
2021-11,0087485110,Châtelaillon-Plage,396,2196,81.967213115
2021-11,0087485300,Niort,756,11664,93.518518519
2021-11,0087485326,Fors,0,288,100.0
2021-11,0087485342,Beauvoir-sur-Niort,72,540,86.666666667
2021-11,0087485474,La Crèche,72,684,89.473684211
2021-11,0087485508,La Mothe-Saint-Héray,36,504,92.857142858
2021-11,0087485532,Rouillé,76,760,90.0
2021-11,0087485540,Lusignan,108,720,85.0
2021-11,0087486142,Belleville-sur-Vie,0,1078,100.0
2021-11,0087487280,Cerizay,36,252,85.714285715
2021-11,0087487603,Saumur,396,8532,95.35864979
2021-11,0087491019,Bords,180,648,72.222222223
2021-11,0087491209,Saint-Mariens - Saint-Yzan,180,648,72.222222223
2021-11,0087571216,Vendôme - Villiers-sur-Loir TGV,148,12395,98.80597015
2021-11,0087575001,Poitiers,900,22968,96.081504703
2021-11,0087575142,Châtellerault,576,10440,94.482758621
2021-11,0087575175,Naintré,0,608,100.0
2021-11,0087575191,Dissay,0,504,100.0
2021-11,0087575225,Chasseneuil-du-Poitou,108,612,82.352941177
2021-11,0087575365,Saint-Saviol,76,1178,93.548387097
2021-11,0087576207,Bourges,407,7363,94.47236181
2021-11,0087581009,Bordeaux Saint-Jean,1224,27972,95.624195625
2021-11,0087581314,Lesparre-Médoc,108,1404,92.307692308
2021-11,0087581728,Blanquefort,108,1044,89.655172414
2021-11,0087582619,Gujan-Mestras,108,1692,93.617021277
2021-11,0087582726,Arbanats,144,1224,88.235294118
2021-11,0087582742,Cérons,432,1620,73.333333334
2021-11,0087582825,Saint-Macaire,180,720,75.0
2021-11,0087582833,Saint-Pierre-d'Aurillac,108,576,81.25
2021-11,0087582858,Gironde-sur-Dropt,108,864,87.5
2021-11,0087583823,Luxé,72,540,86.666666667
2021-11,0087583849,Ruffec,252,1260,80.0
2021-11,0087584151,Lamothe-Montravel,36,360,90.0
2021-11,0087584193,Sainte-Foy-la-Grande,296,3330,91.111111112
2021-11,0087586412,Laroque-Timbaut,72,468,84.615384616
2021-11,0087586495,Sauveterre-la-Lémance,108,504,78.571428572
2021-11,0087586651,Tonneins,540,5328,89.864864865
2021-11,0087586693,Aiguillon,324,2160,85.0
2021-11,0087594382,Condat - Le Lardin,0,2738,100.0
2021-11,0087594408,Terrasson-Lavilledieu,0,2146,100.0
2021-11,0087595009,Périgueux,814,21164,96.153846154
2021-11,0087595157,Agonac,36,648,94.444444445
2021-11,0087595264,Saint-Léon-sur-l'Isle,0,540,100.0
2021-11,0087595736,Les Eyzies-de-Tayac-Sireuil,72,1044,93.103448276
2021-11,0087611004,Toulouse Matabiau,703,19869,96.461824954
2021-11,0087615112,Lézignan-Corbières,144,2772,94.805194806
2021-11,0087615211,Espéraza,0,648,100.0
2021-11,0087615260,Quillan,36,1188,96.96969697
2021-11,0087635581,La Barasse,36,1224,97.05882353
2021-11,0087645002,Aurillac,936,3456,72.916666667
2021-11,0087645481,Murat,0,1152,100.0
2021-11,0087671016,Mont-de-Marsan,144,2232,93.548387097
2021-11,0087672386,Urt,0,504,100.0
2021-11,0087672709,Ogeu-les-Bains,36,504,92.857142858
2021-11,0087672741,Lurbe-Saint-Christau,0,432,100.0
2021-11,0087673277,Saint-Vincent-de-Tyrosse,180,2340,92.307692308
2021-11,0087673616,Villefranque,0,360,100.0
2021-11,0087683573,Auxerre Saint-Gervais,108,4572,97.637795276
2021-11,0087683847,Mailly-la-Ville,0,252,100.0
2021-11,0087688887,Montpellier Sud de France,864,24516,96.475770926
2021-11,0087694307,Montchanin,144,2088,93.103448276
2021-11,0087696005,Nevers,432,11088,96.103896104
2021-11,0087696146,Cosne-Cours-sur-Loire,36,2232,98.387096775
2021-11,0087696260,Saincaize-Meauce,36,1332,97.297297298
2021-11,0087696831,Coulanges-sur-Yonne,0,288,100.0
2021-11,0087710731,École-Valentin,35,1155,96.96969697
2021-11,0087713008,Dijon Porte Neuve,72,1224,94.117647059
2021-11,0087713198,Tonnerre,108,1836,94.117647059
2021-11,0087713313,Genlis,72,1296,94.444444445
2021-11,0087715441,Morez,72,1548,95.34883721
2021-11,0087721001,Lyon Vaise,0,4680,100.0
2021-11,0087721332,Villefranche-sur-Saône,180,5688,96.835443038
2021-11,0087721472,Tarare,36,1620,97.777777778
2021-11,0087721514,Tassin,36,2016,98.214285715
2021-11,0087721530,Charbonnières-les-Bains,36,1332,97.297297298
2021-11,0087722561,Chasse-sur-Rhône,36,1584,97.727272728
2021-11,0087722728,Brignais,36,1188,96.96969697
2021-11,0087723320,Vénissieux,108,900,88.0
2021-11,0087725895,Échirolles,144,1260,88.571428572
2021-11,0087726000,Saint-Étienne Châteaucreux,648,13320,95.135135136
2021-11,0087726307,Saint-Chamond,216,2556,91.549295775
2021-11,0087732206,Saint-Germain-des-Fossés,144,2520,94.285714286
2021-11,0087734004,Clermont-Ferrand,612,9972,93.862815885
2021-11,0087741793,Bourg-Saint-Maurice,216,5040,95.714285715
2021-11,0087743534,Oyonnax,72,1404,94.871794872
2021-11,0087745414,Valleiry,0,720,100.0
2021-11,0087745430,Saint-Julien-en-Genevois,441,7560,94.166666667
2021-11,0087746248,Groisy - Thorens-Glières,35,1015,96.551724138
2021-11,0087746313,Saint-Pierre-en-Faucigny,0,735,100.0
2021-11,0087746412,Magland,35,700,95.0
2021-11,0087746784,Chamonix-Mont-Blanc,0,3700,100.0
2021-11,0087747006,Grenoble,612,11592,94.720496895
2021-11,0087747519,Le Pont-de-Claix,180,1332,86.486486487
2021-11,0087751602,L'Estaque,185,1443,87.17948718
2021-11,0087751776,Cassis,72,2808,97.435897436
2021-11,0087753004,Miramas,1776,12728,86.046511628
2021-11,0087753202,Saint-Chamas,74,1110,93.333333334
2021-11,0087753566,Carry-le-Rouet,148,1924,92.307692308
2021-11,0087755009,Toulon,1224,17424,92.975206612
2021-11,0087755355,Cuers - Pierrefeu,0,648,100.0
2021-11,0087755371,Carnoules,216,2736,92.105263158
2021-11,0087755405,Le Luc - Le Cannet,36,1044,96.551724138
2021-11,0087755629,Hyères,324,3600,91.0
2021-11,0087756486,Menton,3515,27528,87.231182796
2021-11,0087757500,Fréjus,370,3848,90.384615385
2021-11,0087757526,Saint-Raphaël,1776,29193,93.91634981
2021-11,0087757591,Mandelieu-la-Napoule,370,4181,91.150442478
2021-11,0087757617,Cannes La Bocca,370,2220,83.333333334
2021-11,0087757625,Cannes,3348,48204,93.054518298
2021-11,0087759316,Saint-Joseph le Castellas,72,1044,93.103448276
2021-11,0087761163,Tain-l'Hermitage - Tournon,180,3564,94.94949495
2021-11,0087763250,Aspres-sur-Buëch,180,1728,89.583333334
2021-11,0087764001,Montélimar,576,12528,95.402298851
2021-11,0087765107,Orange,648,6984,90.721649485
2021-11,0087765198,Bédarrides,0,1008,100.0
2021-11,0087765453,Le Thor,72,648,88.888888889
2021-11,0087775072,Saint-Césaire,74,1147,93.548387097
2021-11,0087775106,Uchaud,124,1364,90.90909091
2021-11,0087775353,Nozières - Brignon,0,1612,100.0
2021-11,0087775361,Saint-Geniès-de-Malgoirès,62,1922,96.774193549
2021-11,0087775866,Le Grau-du-Roi,37,1554,97.61904762
2021-11,0087783241,Saint-Chély-d'Apcher,0,1596,100.0
2021-11,0087783266,Aumont-Aubrac,0,756,100.0
2021-11,0087783290,Chirac,0,504,100.0
2021-11,0087783308,Le Monastier-Pin-Moriès,0,420,100.0
2021-11,0087783324,Banassac - La Canourgue,0,616,100.0
2021-11,0087783563,Barjac,0,364,100.0
2021-11,0087784009,Perpignan,612,21708,97.180762853
2021-11,0087784702,Serdinya,0,168,100.0
2021-11,0087784769,Fontpédrouse,0,147,100.0
2021-11,0087784827,Estavar,0,147,100.0
2021-11,0087784850,Sainte-Léocadie,0,273,100.0
2021-11,0087785006,Cerbère,144,2412,94.029850747
2021-12,0087113001,Paris Est,1080,24156,95.529061103
2021-12,0087118158,Romilly-sur-Seine,180,7272,97.524752476
2021-12,0087141002,Nancy,936,24480,96.176470589
2021-12,0087141044,Toul,252,8892,97.165991903
2021-12,0087141051,Fontenoy-sur-Moselle,0,372,100.0
2021-12,0087141291,Neufchâteau,111,4218,97.368421053
2021-12,0087141416,Baccarat,111,5920,98.125
2021-12,0087141804,Belleville,0,899,100.0
2021-12,0087141820,Pont-à-Mousson,0,2205,100.0
2021-12,0087144006,Épinal,270,19350,98.604651163
2021-12,0087144410,Arches,148,3959,96.261682243
2021-12,0087171009,Reims,259,22348,98.841059603
2021-12,0087174003,Châlons-en-Champagne,144,7128,97.97979798
2021-12,0087175067,Nançois - Tronville,0,434,100.0
2021-12,0087191106,Maizières-lès-Metz,148,1628,90.90909091
2021-12,0087192070,Metz Nord,160,768,79.166666667
2021-12,0087192435,Onville,64,704,90.90909091
2021-12,0087192468,Pagny-sur-Moselle,128,6144,97.916666667
2021-12,0087192476,Vandières,31,465,93.333333334
2021-12,0087192666,Conflans - Jarny,36,2124,98.305084746
2021-12,0087193615,Sarreguemines,180,4032,95.535714286
2021-12,0087193664,Kalhausen,38,1311,97.101449276
2021-12,0087214247,Barr,36,1440,97.5
2021-12,0087214288,Obernai,74,1887,96.078431373
2021-12,0087214338,Dorlisheim,55,550,90.0
2021-12,0087215079,Réding,0,2040,100.0
2021-12,0087271593,Crépy-en-Valois,36,2736,98.684210527
2021-12,0087271734,Villers-Cotterêts,72,2304,96.875
2021-12,0087276329,Pont-Sainte-Maxence,72,2448,97.05882353
2021-12,0087276691,Compiègne,216,6048,96.428571429
2021-12,0087281105,Bergues,432,3240,86.666666667
2021-12,0087281428,Audruicq,0,6048,100.0
2021-12,0087281444,Saint-Omer,672,6384,89.473684211
2021-12,0087286096,Haubourdin,36,2232,98.387096775
2021-12,0087286179,Bailleul,3528,5964,40.845070423
2021-12,0087286187,La Madeleine,72,936,92.307692308
2021-12,0087286278,Pérenchies,420,4536,90.740740741
2021-12,0087286625,Templeuve,108,3384,96.808510639
2021-12,0087286864,Ascq,0,1152,100.0
2021-12,0087295733,Avesnes-sur-Helpe,72,2988,97.590361446
2021-12,0087296616,Chauny,546,6552,91.666666667
2021-12,0087317263,Calais,288,9828,97.06959707
2021-12,0087317339,Marquise - Rinxent,168,7728,97.826086957
2021-12,0087319012,Aix-en-Provence TGV,1620,23832,93.202416919
2021-12,0087342139,Nœux-les-Mines,72,1584,95.454545455
2021-12,0087343103,Saint-Amand-les-Eaux,216,3384,93.617021277
2021-12,0087343319,Raismes,0,1260,100.0
2021-12,0087345157,Hénin-Beaumont,72,2736,97.368421053
2021-12,0087345306,Montigny-en-Ostrevent,108,2952,96.341463415
2021-12,0087384008,Paris Saint-Lazare,1044,25884,95.966620306
2021-12,0087391003,Paris Montparnasse,2556,54720,95.328947369
2021-12,0087396002,Le Mans,1908,25164,92.417739629
2021-12,0087396044,Montbizot,36,684,94.736842106
2021-12,0087396077,Vivoin - Beaumont,0,720,100.0
2021-12,0087396325,La Ferté-Bernard,180,864,79.166666667
2021-12,0087396564,Écommoy,72,1008,92.857142858
2021-12,0087396606,Château-du-Loir,0,792,100.0
2021-12,0087411264,Barentin,148,3996,96.296296297
2021-12,0087415158,Auffay,252,3528,92.857142858
2021-12,0087415620,Gaillon - Aubevoye,288,3456,91.666666667
2021-12,0087444265,Lisieux,396,15660,97.471264368
2021-12,0087444372,Trouville - Deauville,252,8784,97.131147541
2021-12,0087471003,Rennes,760,22344,96.598639456
2021-12,0087474007,Brest,495,15455,96.797153025
2021-12,0087474064,Châteaulin,48,1440,96.666666667
2021-12,0087476002,Lorient Bretagne Sud,864,20682,95.822454309
2021-12,0087476200,Auray,216,22410,99.036144579
2021-12,0087478404,Laval,720,11520,93.75
2021-12,0087481051,Chantenay,36,720,95.0
2021-12,0087481390,Challans,0,972,100.0
2021-12,0087481754,La Baule-Escoublac,252,12492,97.982708934
2021-12,0087481846,Pontchâteau,72,864,91.666666667
2021-12,0087484352,Champtocé-sur-Loire,0,900,100.0
2021-12,0087485136,Saint-Laurent-de-la-Prée - Fouras,72,648,88.888888889
2021-12,0087485144,Rochefort,288,3780,92.380952381
2021-12,0087485151,Tonnay-Charente,0,432,100.0
2021-12,0087485193,Aigrefeuille le Thou,36,828,95.652173914
2021-12,0087485250,Mauzé-sur-le-Mignon,0,722,100.0
2021-12,0087485326,Fors,0,288,100.0
2021-12,0087485474,La Crèche,108,684,84.210526316
2021-12,0087485540,Lusignan,144,720,80.0
2021-12,0087487249,Bressuire,36,900,96.0
2021-12,0087491076,Beillant,0,288,100.0
2021-12,0087491209,Saint-Mariens - Saint-Yzan,144,648,77.777777778
2021-12,0087491258,Villeneuve-la-Comtesse,0,252,100.0
2021-12,0087491324,Saint-Hilaire - Brizambourg,0,216,100.0
2021-12,0087491449,Cognac,180,2556,92.957746479
2021-12,0087547000,Paris Austerlitz,455,17395,97.384305836
2021-12,0087571216,Vendôme - Villiers-sur-Loir TGV,148,9583,98.455598456
2021-12,0087575118,Les Ormes,0,504,100.0
2021-12,0087575167,Nerpuy,0,1064,100.0
2021-12,0087575274,Ligugé,36,648,94.444444445
2021-12,0087575290,Vivonne,114,798,85.714285715
2021-12,0087576009,Vierzon,222,8214,97.297297298
2021-12,0087581199,Macau,144,1044,86.206896552
2021-12,0087581736,Bruges,0,720,100.0
2021-12,0087581835,Villenave-d'Ornon,324,1188,72.727272728
2021-12,0087582635,La Hume,36,1188,96.96969697
2021-12,0087582668,Arcachon,72,5184,98.611111112
2021-12,0087582718,Portets,360,1476,75.609756098
2021-12,0087582742,Cérons,216,1620,86.666666667
2021-12,0087582759,Barsac,180,1404,87.17948718
2021-12,0087582767,Preignac,288,972,70.370370371
2021-12,0087582825,Saint-Macaire,144,720,80.0
2021-12,0087582833,Saint-Pierre-d'Aurillac,108,576,81.25
2021-12,0087582841,Caudrot,72,864,91.666666667
2021-12,0087582866,La Réole,252,1656,84.782608696
2021-12,0087582882,Lamothe-Landerron,252,720,65.0
2021-12,0087583674,Montmoreau,72,504,85.714285715
2021-12,0087584201,Saint-Antoine-de-Breuilh,0,396,100.0
2021-12,0087584235,Gardonne,180,792,77.272727273
2021-12,0087584615,Saint-Seurin-sur-l'Isle,0,1296,100.0
2021-12,0087584722,Saint-Sulpice - Izon,35,595,94.117647059
2021-12,0087586008,Agen,144,11016,98.692810458
2021-12,0087586479,Sainte-Bazeille,144,720,80.0
2021-12,0087595009,Périgueux,888,21608,95.890410959
2021-12,0087595157,Agonac,36,648,94.444444445
2021-12,0087595223,Razac-sur-l'Isle,72,432,83.333333334
2021-12,0087595512,Niversac,0,2442,100.0
2021-12,0087595520,Saint-Pierre-de-Chignac,74,814,90.90909091
2021-12,0087595553,Limeyrat,0,666,100.0
2021-12,0087595595,La Bachellerie,0,296,100.0
2021-12,0087595744,Le Bugue,0,360,100.0
2021-12,0087611004,Toulouse Matabiau,1110,23347,95.245641839
2021-12,0087641415,Commentry,108,2196,95.081967214
2021-12,0087671016,Mont-de-Marsan,72,2232,96.774193549
2021-12,0087672253,Orthez,180,1800,90.0
2021-12,0087672386,Urt,0,504,100.0
2021-12,0087672600,Croix du Prince,36,504,92.857142858
2021-12,0087672725,Oloron-Sainte-Marie,324,1296,75.0
2021-12,0087673269,Saint-Geours-de-Maremne,72,1260,94.285714286
2021-12,0087673285,Bénesse-Maremne,72,1188,93.93939394
2021-12,0087673616,Villefranque,0,360,100.0
2021-12,0087673640,Halsou - Larressore,0,324,100.0
2021-12,0087673657,Cambo-les-Bains,72,1008,92.857142858
2021-12,0087673723,Saint-Jean-Pied-de-Port,72,612,88.235294118
2021-12,0087691949,Bidos,0,468,100.0
2021-12,0087696336,Bessay-sur-Allier,22,418,94.736842106
2021-12,0087696450,Imphy,36,1044,96.551724138
2021-12,0087703975,Nîmes Pont du Gard,660,21879,96.983408749
2021-12,0087710731,École-Valentin,70,1155,93.93939394
2021-12,0087713040,Dijon,252,12780,98.028169015
2021-12,0087713131,Montbard,216,4392,95.081967214
2021-12,0087713347,Auxonne,36,1728,97.916666667
2021-12,0087713651,Saint-Jean-de-Losne,36,1368,97.368421053
2021-12,0087715326,Champagnole,72,1440,95.0
2021-12,0087715441,Morez,0,1548,100.0
2021-12,0087718296,Saint-Amour,36,1512,97.61904762
2021-12,0087718577,Gilley,35,910,96.153846154
2021-12,0087722025,Lyon Perrache,144,6228,97.687861272
2021-12,0087722728,Brignais,72,1512,95.238095239
2021-12,0087725002,Chalon-sur-Saône,972,12816,92.415730338
2021-12,0087726208,Veauche - Saint-Galmier,72,1800,96.0
2021-12,0087726414,Bonson,36,1368,97.368421053
2021-12,0087726729,Firminy,144,2052,92.982456141
2021-12,0087734004,Clermont-Ferrand,972,13320,92.702702703
2021-12,0087734202,Issoire,144,3816,96.226415095
2021-12,0087734269,Brioude,36,1476,97.56097561
2021-12,0087741728,Moûtiers - Salins - Brides-les-Bains,180,6120,97.05882353
2021-12,0087741777,Landry,14,714,98.039215687
2021-12,0087743005,Bourg-en-Bresse,324,12312,97.368421053
2021-12,0087743716,Ambérieu-en-Bugey,144,6012,97.60479042
2021-12,0087745414,Valleiry,36,720,95.0
2021-12,0087746305,La Roche-sur-Foron,324,3960,91.818181819
2021-12,0087746339,Bonneville,36,2664,98.648648649
2021-12,0087747246,Rives,144,1548,90.697674419
2021-12,0087751420,Gardanne,252,2916,91.358024692
2021-12,0087751602,L'Estaque,111,1443,92.307692308
2021-12,0087753285,Pas des Lanciers,111,1332,91.666666667
2021-12,0087753418,Istres,111,2590,95.714285715
2021-12,0087753459,Port-de-Bouc,37,2960,98.75
2021-12,0087753707,Orgon,36,468,92.307692308
2021-12,0087753764,Salon-de-Provence,0,1368,100.0
2021-12,0087755009,Toulon,900,17496,94.855967079
2021-12,0087755314,La Pauline Hyères,324,3240,90.0
2021-12,0087755355,Cuers - Pierrefeu,72,648,88.888888889
2021-12,0087755363,Puget-Ville,0,684,100.0
2021-12,0087755405,Le Luc - Le Cannet,36,1044,96.551724138
2021-12,0087757534,Boulouris sur Mer,481,3626,86.734693878
2021-12,0087757542,Le Dramont,111,925,88.0
2021-12,0087757666,Juan les Pins,2331,9213,74.698795181
2021-12,0087761163,Tain-l'Hermitage - Tournon,324,4248,92.372881356
2021-12,0087763508,Mont-Dauphin - Guillestre,972,2556,61.971830986
2021-12,0087763722,Serres,180,1512,88.095238096
2021-12,0087764001,Montélimar,684,13104,94.780219781
2021-12,0087765008,Avignon Centre,1224,19872,93.840579711
2021-12,0087765446,Gadagne,72,576,87.5
2021-12,0087765479,L'Isle-sur-la-Sorgue - Fontaine-de-Vaucluse,36,1620,97.777777778
2021-12,0087773002,Montpellier Saint-Roch,1440,27900,94.838709678
2021-12,0087773424,Lunel-Viel,62,1178,94.736842106
2021-12,0087773531,Vic - Mireval,72,1332,94.594594595
2021-12,0087773556,Frontignan,36,2340,98.461538462
2021-12,0087775098,Milhaud,0,1178,100.0
